# # q/A,25.0fs,50.0fs,60.0fs,70.0fs,80.0fs,90.0fs,100.0
1.85469609,0.00376318,0.00366490,0.00342322,0.00337244,0.00317791,0.00307613,0.00306671
1.86211488,0.00385334,0.00367706,0.00342325,0.00337141,0.00317134,0.00307178,0.00306110
1.86953366,0.00384276,0.00370179,0.00342665,0.00337579,0.00316847,0.00307265,0.00305912
1.87695245,0.00391199,0.00371013,0.00342086,0.00336667,0.00317393,0.00306710,0.00305524
1.88437123,0.00387783,0.00371660,0.00342659,0.00337104,0.00316282,0.00305062,0.00304583
1.89179001,0.00392224,0.00374039,0.00342320,0.00336688,0.00317179,0.00305867,0.00305510
1.89920880,0.00393911,0.00374237,0.00341144,0.00335839,0.00315176,0.00304207,0.00303430
1.90662758,0.00397777,0.00375161,0.00341006,0.00335388,0.00316124,0.00303410,0.00303612
1.91404637,0.00401497,0.00376393,0.00340667,0.00334983,0.00314936,0.00302653,0.00302698
1.92146515,0.00397487,0.00376960,0.00339521,0.00333581,0.00314283,0.00301458,0.00301281
1.92888394,0.00404047,0.00380008,0.00340641,0.00334793,0.00314304,0.00301535,0.00302232
1.93630272,0.00400214,0.00378729,0.00339606,0.00333876,0.00314423,0.00301046,0.00301967
1.94372151,0.00406401,0.00380001,0.00339266,0.00333519,0.00313889,0.00300726,0.00300580
1.95114029,0.00411188,0.00382530,0.00339175,0.00333408,0.00312956,0.00299948,0.00300436
1.95855907,0.00406876,0.00383436,0.00339156,0.00333064,0.00313450,0.00299177,0.00299923
1.96597786,0.00413817,0.00384066,0.00338735,0.00332565,0.00312665,0.00298344,0.00299623
1.97339664,0.00411543,0.00384536,0.00337807,0.00331512,0.00312342,0.00297548,0.00298706
1.98081543,0.00411853,0.00385742,0.00338329,0.00332259,0.00312533,0.00297411,0.00298468
1.98823421,0.00416951,0.00385070,0.00336738,0.00330380,0.00312712,0.00296703,0.00298235
1.99565300,0.00416176,0.00387569,0.00337063,0.00330862,0.00311563,0.00295491,0.00297019
2.00307178,0.00424844,0.00387491,0.00337165,0.00330831,0.00311677,0.00295867,0.00297895
2.01049056,0.00420487,0.00388312,0.00336279,0.00329618,0.00310624,0.00294853,0.00296185
2.01790935,0.00422404,0.00388124,0.00335366,0.00328779,0.00310087,0.00293581,0.00295557
2.02532813,0.00416409,0.00389677,0.00334869,0.00328144,0.00308728,0.00293252,0.00294720
2.03274692,0.00425371,0.00388581,0.00333857,0.00327264,0.00309295,0.00292123,0.00293995
2.04016570,0.00422617,0.00389802,0.00334083,0.00327614,0.00308460,0.00292202,0.00294501
2.04758449,0.00420623,0.00390031,0.00332450,0.00326108,0.00308204,0.00290974,0.00293027
2.05500327,0.00421912,0.00388766,0.00332023,0.00325030,0.00307054,0.00289924,0.00292726
2.06242205,0.00424426,0.00388678,0.00330874,0.00324495,0.00305885,0.00288910,0.00291096
2.06984084,0.00423023,0.00388758,0.00330310,0.00324024,0.00305661,0.00288032,0.00290758
2.07725962,0.00422340,0.00389005,0.00329326,0.00322796,0.00304830,0.00287811,0.00290604
2.08467841,0.00422560,0.00388931,0.00328435,0.00322058,0.00303932,0.00286264,0.00289413
2.09209719,0.00422620,0.00388597,0.00327632,0.00321379,0.00303087,0.00286142,0.00289138
2.09951598,0.00424559,0.00387953,0.00326618,0.00320064,0.00301910,0.00284417,0.00287667
2.10693476,0.00423299,0.00386091,0.00325243,0.00318470,0.00301802,0.00283408,0.00286744
2.11435355,0.00419260,0.00385085,0.00324162,0.00317453,0.00300238,0.00282638,0.00285676
2.12177233,0.00418771,0.00383880,0.00322416,0.00316114,0.00298399,0.00280612,0.00284177
2.12919111,0.00422150,0.00382944,0.00321204,0.00314739,0.00298789,0.00280194,0.00283992
2.13660990,0.00428963,0.00382239,0.00320020,0.00313610,0.00297255,0.00278938,0.00282800
2.14402868,0.00422369,0.00382137,0.00319151,0.00312793,0.00296861,0.00279081,0.00282638
2.15144747,0.00417894,0.00380847,0.00317095,0.00311054,0.00295203,0.00277600,0.00280880
2.15886625,0.00415243,0.00378457,0.00316343,0.00309978,0.00294411,0.00276544,0.00280311
2.16628504,0.00414688,0.00378267,0.00314655,0.00308345,0.00293710,0.00276180,0.00279807
2.17370382,0.00417672,0.00378356,0.00314899,0.00308598,0.00293062,0.00275492,0.00279185
2.18112260,0.00420853,0.00378098,0.00313673,0.00307493,0.00292285,0.00274917,0.00278916
2.18854139,0.00413936,0.00374542,0.00310835,0.00304927,0.00291050,0.00273376,0.00277425
2.19596017,0.00408246,0.00371800,0.00308103,0.00301907,0.00288856,0.00271730,0.00275141
2.20337896,0.00406295,0.00370295,0.00306558,0.00301138,0.00287585,0.00270551,0.00274062
2.21079774,0.00402130,0.00366975,0.00304158,0.00298301,0.00284999,0.00268741,0.00272235
2.21821653,0.00400016,0.00363981,0.00301815,0.00296373,0.00283894,0.00267395,0.00271117
2.22563531,0.00398727,0.00362350,0.00299610,0.00294089,0.00281727,0.00265185,0.00269010
2.23305410,0.00393790,0.00360591,0.00298474,0.00293132,0.00281474,0.00265087,0.00268844
2.24047288,0.00390251,0.00358030,0.00296123,0.00290712,0.00279662,0.00263346,0.00266916
2.24789166,0.00390982,0.00355557,0.00294265,0.00288930,0.00277474,0.00261586,0.00265766
2.25531045,0.00391111,0.00351901,0.00291811,0.00286362,0.00276230,0.00260170,0.00263860
2.26272923,0.00390287,0.00352940,0.00293125,0.00287751,0.00276934,0.00261080,0.00264932
2.27014802,0.00379631,0.00350255,0.00290475,0.00285041,0.00274362,0.00259319,0.00263378
2.27756680,0.00379085,0.00347189,0.00287850,0.00282392,0.00272891,0.00258121,0.00262232
2.28498559,0.00372723,0.00344098,0.00285901,0.00281256,0.00271195,0.00256439,0.00260746
2.29240437,0.00371275,0.00340227,0.00282703,0.00278238,0.00268387,0.00254091,0.00258128
2.29982315,0.00374217,0.00338021,0.00281279,0.00276524,0.00267711,0.00252995,0.00257023
2.30724194,0.00364482,0.00334737,0.00278876,0.00274315,0.00266162,0.00251806,0.00256151
2.31466072,0.00358507,0.00332452,0.00276928,0.00272365,0.00264727,0.00250854,0.00254729
2.32207951,0.00359951,0.00331597,0.00276710,0.00272285,0.00264401,0.00250877,0.00254679
2.32949829,0.00357387,0.00328916,0.00275159,0.00270466,0.00263601,0.00249998,0.00254049
2.33691708,0.00354116,0.00326738,0.00273325,0.00268971,0.00262627,0.00249141,0.00252830
2.34433586,0.00350442,0.00323087,0.00270675,0.00266149,0.00260263,0.00246993,0.00251150
2.35175465,0.00345416,0.00320454,0.00268662,0.00264504,0.00259091,0.00245728,0.00249664
2.35917343,0.00343318,0.00318606,0.00267383,0.00263050,0.00257880,0.00244612,0.00248777
2.36659221,0.00334198,0.00315221,0.00265348,0.00261085,0.00256371,0.00243363,0.00247623
2.37401100,0.00338226,0.00313509,0.00263285,0.00259260,0.00255144,0.00242887,0.00246717
2.38142978,0.00332945,0.00310239,0.00261725,0.00257594,0.00254089,0.00241904,0.00245895
2.38884857,0.00332359,0.00307892,0.00259762,0.00255491,0.00251814,0.00240001,0.00244314
2.39626735,0.00325630,0.00306315,0.00258897,0.00255023,0.00251403,0.00239703,0.00244249
2.40368614,0.00322458,0.00304128,0.00257975,0.00254145,0.00251072,0.00239000,0.00243668
2.41110492,0.00321034,0.00301284,0.00256160,0.00252481,0.00249090,0.00237679,0.00242616
2.41852370,0.00315796,0.00298093,0.00254516,0.00250775,0.00248673,0.00236715,0.00241749
2.42594249,0.00314457,0.00295858,0.00252582,0.00249105,0.00246222,0.00235035,0.00240029
2.43336127,0.00308200,0.00293536,0.00250820,0.00247215,0.00245026,0.00234137,0.00238845
2.44078006,0.00309988,0.00289809,0.00248082,0.00244627,0.00242488,0.00231650,0.00236023
2.44819884,0.00303292,0.00287022,0.00245383,0.00242046,0.00240029,0.00230483,0.00233916
2.45561763,0.00301400,0.00284429,0.00243326,0.00240111,0.00238184,0.00228773,0.00232470
2.46303641,0.00298346,0.00281650,0.00240600,0.00237524,0.00236393,0.00226626,0.00230301
2.47045520,0.00295064,0.00278462,0.00238905,0.00235721,0.00234832,0.00225573,0.00228662
2.47787398,0.00290344,0.00276098,0.00237095,0.00234096,0.00233319,0.00225145,0.00228078
2.48529276,0.00287985,0.00274442,0.00235715,0.00232471,0.00231852,0.00223479,0.00226255
2.49271155,0.00286225,0.00271483,0.00233156,0.00230321,0.00230364,0.00221869,0.00224664
2.50013033,0.00283587,0.00269067,0.00231707,0.00228873,0.00228365,0.00220219,0.00223237
2.50754912,0.00279378,0.00266343,0.00229459,0.00226697,0.00227205,0.00219307,0.00221799
2.51496790,0.00278267,0.00264843,0.00228490,0.00225608,0.00225982,0.00218501,0.00220794
2.52238669,0.00274705,0.00261918,0.00225734,0.00222952,0.00224039,0.00216567,0.00218783
2.52980547,0.00269176,0.00259618,0.00223823,0.00221540,0.00221920,0.00214980,0.00217255
2.53722425,0.00265086,0.00257984,0.00228199,0.00224909,0.00218726,0.00207671,0.00215142
2.54464304,0.00255650,0.00256664,0.00231661,0.00228027,0.00213960,0.00200587,0.00213273
2.55206182,0.00253172,0.00254246,0.00230075,0.00226516,0.00212295,0.00199365,0.00211960
2.55948061,0.00253175,0.00250806,0.00227628,0.00224053,0.00210581,0.00197261,0.00209933
2.56689939,0.00249023,0.00248603,0.00225736,0.00222135,0.00208808,0.00195741,0.00208095
2.57431818,0.00243905,0.00244977,0.00222634,0.00218816,0.00206213,0.00193238,0.00205411
2.58173696,0.00241512,0.00242681,0.00220971,0.00217395,0.00204546,0.00191867,0.00203982
2.58915575,0.00235994,0.00238705,0.00217958,0.00214535,0.00201899,0.00189426,0.00201357
2.59657453,0.00236991,0.00237510,0.00216755,0.00213239,0.00200787,0.00188476,0.00200414
2.60399331,0.00232507,0.00234297,0.00214021,0.00210681,0.00198242,0.00186456,0.00198008
2.61141210,0.00231402,0.00231881,0.00211969,0.00208604,0.00195963,0.00184719,0.00196359
2.61883088,0.00227626,0.00228778,0.00209358,0.00206039,0.00194267,0.00182499,0.00194009
2.62624967,0.00227417,0.00226578,0.00207285,0.00204008,0.00191965,0.00181215,0.00192090
2.63366845,0.00223962,0.00224262,0.00205619,0.00202552,0.00190572,0.00179448,0.00190722
2.64108724,0.00218763,0.00221229,0.00202899,0.00199891,0.00187933,0.00177480,0.00188288
2.64850602,0.00221646,0.00218890,0.00201280,0.00198397,0.00187050,0.00175982,0.00186850
2.65592480,0.00215451,0.00216147,0.00198704,0.00195596,0.00184511,0.00173844,0.00184435
2.66334359,0.00212859,0.00214087,0.00196781,0.00193820,0.00182776,0.00172255,0.00182707
2.67076237,0.00211490,0.00211695,0.00194717,0.00191972,0.00181085,0.00170858,0.00181181
2.67818116,0.00208713,0.00209370,0.00192552,0.00189603,0.00179113,0.00168687,0.00179028
2.68559994,0.00206831,0.00207054,0.00190380,0.00187691,0.00177303,0.00167173,0.00177025
2.69301873,0.00204159,0.00204429,0.00188202,0.00185467,0.00174927,0.00165379,0.00175252
2.70043751,0.00202200,0.00201782,0.00185982,0.00183234,0.00173031,0.00163281,0.00172959
2.70785630,0.00198222,0.00199691,0.00184090,0.00181521,0.00171760,0.00161759,0.00171378
2.71527508,0.00197424,0.00198061,0.00182535,0.00179772,0.00169564,0.00160295,0.00169739
2.72269386,0.00197077,0.00195224,0.00179860,0.00177353,0.00167315,0.00158098,0.00167379
2.73011265,0.00191497,0.00192976,0.00177866,0.00175219,0.00165362,0.00156187,0.00165497
2.73753143,0.00190201,0.00191165,0.00176076,0.00173541,0.00163809,0.00154972,0.00163834
2.74495022,0.00189161,0.00188923,0.00174079,0.00171569,0.00162357,0.00153192,0.00162056
2.75236900,0.00185100,0.00186076,0.00171889,0.00169356,0.00159907,0.00151233,0.00159819
2.75978779,0.00183150,0.00184668,0.00169772,0.00167143,0.00157914,0.00149377,0.00157866
2.76720657,0.00181984,0.00182129,0.00167991,0.00165275,0.00155990,0.00147771,0.00156065
2.77462535,0.00180597,0.00180252,0.00166193,0.00163748,0.00154607,0.00146226,0.00154595
2.78204414,0.00179228,0.00178086,0.00163991,0.00161529,0.00152540,0.00144443,0.00152450
2.78946292,0.00174529,0.00175791,0.00162019,0.00159567,0.00151103,0.00142686,0.00150619
2.79688171,0.00173887,0.00173739,0.00159912,0.00157565,0.00148888,0.00140800,0.00148592
2.80430049,0.00171474,0.00171421,0.00158051,0.00155564,0.00147030,0.00139388,0.00146795
2.81171928,0.00169961,0.00169328,0.00156138,0.00153746,0.00145156,0.00137570,0.00144849
2.81913806,0.00167473,0.00167415,0.00154046,0.00151708,0.00143743,0.00135864,0.00142989
2.82655685,0.00166324,0.00165757,0.00152450,0.00150156,0.00141903,0.00134264,0.00141140
2.83397563,0.00163031,0.00163421,0.00150279,0.00147977,0.00139677,0.00132299,0.00139023
2.84139441,0.00162243,0.00161841,0.00148767,0.00146392,0.00138320,0.00130994,0.00137619
2.84881320,0.00160111,0.00159922,0.00147295,0.00144937,0.00136898,0.00129504,0.00136029
2.85623198,0.00158297,0.00158009,0.00145415,0.00143095,0.00134929,0.00127909,0.00134034
2.86365077,0.00159236,0.00157189,0.00144607,0.00142260,0.00134150,0.00127163,0.00132989
2.87106955,0.00156987,0.00155296,0.00142814,0.00140497,0.00132144,0.00125277,0.00131010
2.87848834,0.00152539,0.00151455,0.00138998,0.00136741,0.00129070,0.00122174,0.00127276
2.88590712,0.00150786,0.00148977,0.00136766,0.00134551,0.00126553,0.00120002,0.00124901
2.89332590,0.00149067,0.00147351,0.00134950,0.00132815,0.00125241,0.00118456,0.00123088
2.90074469,0.00147568,0.00145692,0.00133356,0.00131348,0.00123455,0.00116996,0.00121314
2.90816347,0.00146089,0.00144055,0.00131710,0.00129636,0.00121945,0.00115484,0.00119699
2.91558226,0.00143527,0.00142339,0.00130156,0.00128153,0.00119866,0.00113963,0.00117881
2.92300104,0.00143087,0.00140574,0.00128467,0.00126495,0.00118418,0.00112374,0.00116158
2.93041983,0.00140484,0.00138855,0.00126839,0.00124939,0.00116795,0.00110873,0.00114292
2.93783861,0.00138423,0.00136595,0.00124756,0.00122884,0.00114777,0.00108984,0.00112209
2.94525740,0.00139159,0.00134841,0.00122734,0.00120935,0.00112797,0.00107193,0.00110132
2.95267618,0.00132525,0.00132534,0.00120762,0.00118990,0.00111118,0.00105336,0.00108205
2.96009496,0.00131208,0.00130526,0.00118947,0.00117203,0.00108725,0.00103609,0.00106352
2.96751375,0.00132450,0.00128590,0.00117045,0.00115356,0.00107102,0.00101896,0.00104354
2.97493253,0.00129514,0.00126735,0.00115165,0.00113521,0.00105428,0.00100323,0.00102508
2.98235132,0.00128260,0.00124571,0.00113144,0.00111600,0.00103495,0.00098731,0.00100778
2.98977010,0.00125570,0.00122353,0.00110946,0.00109349,0.00101704,0.00096920,0.00098820
2.99718889,0.00123179,0.00120427,0.00109191,0.00107787,0.00100207,0.00095449,0.00097295
3.00460767,0.00121800,0.00118361,0.00106813,0.00105358,0.00097808,0.00093559,0.00095035
3.01202645,0.00118916,0.00116410,0.00105142,0.00103597,0.00096467,0.00092254,0.00093665
3.01944524,0.00116706,0.00114050,0.00102982,0.00101467,0.00094530,0.00090407,0.00091614
3.02686402,0.00116640,0.00112234,0.00101141,0.00099713,0.00092871,0.00088875,0.00090068
3.03428281,0.00112067,0.00109252,0.00099111,0.00097724,0.00090928,0.00087294,0.00088214
3.04170159,0.00111812,0.00106854,0.00097212,0.00095877,0.00089283,0.00085720,0.00086563
3.04912038,0.00107072,0.00104688,0.00095355,0.00094006,0.00087946,0.00084350,0.00084963
3.05653916,0.00104084,0.00101654,0.00093508,0.00092135,0.00085922,0.00082742,0.00083441
3.06395794,0.00102090,0.00099913,0.00092097,0.00090799,0.00084728,0.00081490,0.00082161
3.07137673,0.00099701,0.00098335,0.00090414,0.00089086,0.00083222,0.00080182,0.00080695
3.07879551,0.00098532,0.00096606,0.00088904,0.00087548,0.00081999,0.00078902,0.00079443
3.08621430,0.00094424,0.00093758,0.00086816,0.00085451,0.00079992,0.00077413,0.00077808
3.09363308,0.00093844,0.00091120,0.00085222,0.00083899,0.00078557,0.00075948,0.00076371
3.10105187,0.00090184,0.00088708,0.00083330,0.00082011,0.00076842,0.00074391,0.00074645
3.10847065,0.00086049,0.00085850,0.00081557,0.00080287,0.00075492,0.00072962,0.00073151
3.11588944,0.00082946,0.00083049,0.00079774,0.00078501,0.00073813,0.00071478,0.00071675
3.12330822,0.00080748,0.00080744,0.00077786,0.00076543,0.00071962,0.00069804,0.00069807
3.13072700,0.00078227,0.00078803,0.00076206,0.00075028,0.00070278,0.00067913,0.00068093
3.13814579,0.00075480,0.00076276,0.00074296,0.00073126,0.00067987,0.00065466,0.00065900
3.14556457,0.00074251,0.00074232,0.00072427,0.00071322,0.00065825,0.00063247,0.00063509
3.15298336,0.00070638,0.00071864,0.00070244,0.00069208,0.00063947,0.00061550,0.00061487
3.16040214,0.00068705,0.00069052,0.00067584,0.00066598,0.00061761,0.00059879,0.00059678
3.16782093,0.00065443,0.00066268,0.00065132,0.00064007,0.00060081,0.00058341,0.00058090
3.17523971,0.00062929,0.00064220,0.00063323,0.00062318,0.00058437,0.00056916,0.00056520
3.18265849,0.00060895,0.00062159,0.00061667,0.00060674,0.00056799,0.00055290,0.00054822
3.19007728,0.00058468,0.00059712,0.00059390,0.00058482,0.00055130,0.00053767,0.00053122
3.19749606,0.00056233,0.00057392,0.00057119,0.00056175,0.00053571,0.00052558,0.00051588
3.20491485,0.00054550,0.00055322,0.00055135,0.00054210,0.00052271,0.00051102,0.00050101
3.21233363,0.00051990,0.00052906,0.00053182,0.00052258,0.00050712,0.00050036,0.00048572
3.21975242,0.00050878,0.00050878,0.00051011,0.00050118,0.00049161,0.00048591,0.00046784
3.22717120,0.00049128,0.00048895,0.00048898,0.00048070,0.00047168,0.00046899,0.00045214
3.23458999,0.00047764,0.00047251,0.00047260,0.00046426,0.00045490,0.00045124,0.00043625
3.24200877,0.00045483,0.00045687,0.00045848,0.00045083,0.00043653,0.00043116,0.00041729
3.24942755,0.00043418,0.00044264,0.00044319,0.00043608,0.00041843,0.00041366,0.00039966
3.25684634,0.00042409,0.00042799,0.00043229,0.00042504,0.00040907,0.00040381,0.00039035
3.26426512,0.00043819,0.00043483,0.00043783,0.00042999,0.00041661,0.00041070,0.00039730
3.27168391,0.00044041,0.00043331,0.00043543,0.00042763,0.00041380,0.00040897,0.00039478
3.27910269,0.00044512,0.00044138,0.00044510,0.00043817,0.00042049,0.00041231,0.00039974
3.28652148,0.00044321,0.00043209,0.00043684,0.00042912,0.00041031,0.00040443,0.00039097
3.29394026,0.00043951,0.00041877,0.00041323,0.00040631,0.00038772,0.00038347,0.00036654
3.30135904,0.00043265,0.00040673,0.00039828,0.00039175,0.00037375,0.00037138,0.00035382
3.30877783,0.00041985,0.00039121,0.00037873,0.00037178,0.00035857,0.00035926,0.00033348
3.31619661,0.00039912,0.00036354,0.00034614,0.00034138,0.00034244,0.00034877,0.00031869
3.32361540,0.00038122,0.00034329,0.00032032,0.00031535,0.00033071,0.00033978,0.00030615
3.33103418,0.00036185,0.00032183,0.00030021,0.00029600,0.00031680,0.00032989,0.00029360
3.33845297,0.00031988,0.00029314,0.00027947,0.00027527,0.00030183,0.00031613,0.00028026
3.34587175,0.00029489,0.00027168,0.00025967,0.00025547,0.00028562,0.00029875,0.00026342
3.35329054,0.00029269,0.00025707,0.00024614,0.00024227,0.00026611,0.00028048,0.00024527
3.36070932,0.00027136,0.00024083,0.00022549,0.00022276,0.00024090,0.00025211,0.00021801
3.36812810,0.00026789,0.00022212,0.00020281,0.00020022,0.00021403,0.00022487,0.00019661
3.37554689,0.00025928,0.00021299,0.00019317,0.00019069,0.00019402,0.00020052,0.00017276
3.38296567,0.00024763,0.00018952,0.00016764,0.00016645,0.00016465,0.00017397,0.00014188
3.39038446,0.00021816,0.00015734,0.00012212,0.00012101,0.00013989,0.00015448,0.00012206
3.39780324,0.00019717,0.00013832,0.00010049,0.00009928,0.00012267,0.00013548,0.00010430
3.40522203,0.00018371,0.00012365,0.00008499,0.00008420,0.00010970,0.00012361,0.00009205
3.41264081,0.00017340,0.00010815,0.00006724,0.00006611,0.00009757,0.00011131,0.00007690
3.42005959,0.00016626,0.00008649,0.00004425,0.00004485,0.00006704,0.00008464,0.00004616
3.42747838,0.00014163,0.00005577,0.00000437,0.00000592,0.00004648,0.00007006,0.00002940
3.43489716,0.00011949,0.00003637,-0.00001605,-0.00001488,0.00003762,0.00006078,0.00001900
3.44231595,0.00010607,0.00002174,-0.00003249,-0.00003096,0.00001628,0.00004041,-0.00000404
3.44973473,0.00010066,0.00000231,-0.00005903,-0.00005628,-0.00000424,0.00002331,-0.00002242
3.45715352,0.00007614,-0.00001414,-0.00007722,-0.00007428,-0.00001950,0.00000674,-0.00003648
3.46457230,0.00007296,-0.00002027,-0.00008528,-0.00008273,-0.00002838,-0.00000254,-0.00004582
3.47199109,0.00005875,-0.00003111,-0.00009615,-0.00009334,-0.00003568,-0.00000858,-0.00005146
3.47940987,0.00005193,-0.00003913,-0.00009945,-0.00009686,-0.00003962,-0.00001399,-0.00005504
3.48682865,0.00004358,-0.00004614,-0.00010164,-0.00009947,-0.00004481,-0.00001849,-0.00005895
3.49424744,0.00003578,-0.00005041,-0.00010178,-0.00009937,-0.00004499,-0.00001901,-0.00005909
3.50166622,0.00002329,-0.00005217,-0.00010228,-0.00009966,-0.00004557,-0.00001951,-0.00005938
3.50908501,0.00002673,-0.00005492,-0.00010281,-0.00010022,-0.00004607,-0.00002079,-0.00006012
3.51650379,0.00001994,-0.00005480,-0.00010260,-0.00010012,-0.00004678,-0.00002090,-0.00006033
3.52392258,0.00001445,-0.00005758,-0.00010299,-0.00010083,-0.00004550,-0.00002095,-0.00005959
3.53134136,0.00001008,-0.00005908,-0.00010144,-0.00009939,-0.00004492,-0.00002008,-0.00005859
3.53876014,0.00001300,-0.00006044,-0.00010157,-0.00009897,-0.00004527,-0.00002048,-0.00005901
3.54617893,0.00000285,-0.00006151,-0.00010227,-0.00009954,-0.00004683,-0.00002110,-0.00005959
3.55359771,0.00000091,-0.00006389,-0.00010356,-0.00010108,-0.00004721,-0.00002169,-0.00006040
3.56101650,-0.00000185,-0.00006512,-0.00010364,-0.00010113,-0.00004773,-0.00002189,-0.00005999
3.56843528,0.00000020,-0.00006672,-0.00010473,-0.00010223,-0.00004870,-0.00002275,-0.00006198
3.57585407,-0.00000669,-0.00006941,-0.00010576,-0.00010289,-0.00004937,-0.00002192,-0.00006173
3.58327285,-0.00000244,-0.00007151,-0.00010693,-0.00010452,-0.00004962,-0.00002238,-0.00006259
3.59069164,-0.00000943,-0.00007418,-0.00010773,-0.00010463,-0.00005078,-0.00002272,-0.00006333
3.59811042,-0.00001099,-0.00007823,-0.00010732,-0.00010461,-0.00005016,-0.00002234,-0.00006286
3.60552920,-0.00001015,-0.00007713,-0.00010829,-0.00010575,-0.00005021,-0.00002386,-0.00006372
3.61294799,-0.00001152,-0.00007861,-0.00011001,-0.00010681,-0.00005178,-0.00002337,-0.00006468
3.62036677,-0.00001225,-0.00007993,-0.00011137,-0.00010774,-0.00005131,-0.00002398,-0.00006553
3.62778556,-0.00000996,-0.00008065,-0.00011255,-0.00010958,-0.00005351,-0.00002549,-0.00006724
3.63520434,-0.00001564,-0.00008090,-0.00011208,-0.00010880,-0.00005424,-0.00002510,-0.00006661
3.64262313,-0.00001499,-0.00008145,-0.00011360,-0.00010997,-0.00005362,-0.00002473,-0.00006712
3.65004191,-0.00001470,-0.00008101,-0.00011210,-0.00010885,-0.00005450,-0.00002583,-0.00006815
3.65746069,-0.00001334,-0.00008261,-0.00011340,-0.00011010,-0.00005518,-0.00002638,-0.00006832
3.66487948,-0.00001563,-0.00008310,-0.00011333,-0.00010992,-0.00005507,-0.00002531,-0.00006702
3.67229826,-0.00001706,-0.00008393,-0.00011568,-0.00011140,-0.00005532,-0.00002611,-0.00006886
3.67971705,-0.00001721,-0.00008349,-0.00011578,-0.00011170,-0.00005843,-0.00002539,-0.00006918
3.68713583,-0.00003075,-0.00008452,-0.00011760,-0.00011195,-0.00005681,-0.00002478,-0.00007168
3.69455462,-0.00003698,-0.00011556,-0.00012586,-0.00011807,-0.00007074,-0.00002575,-0.00007417
3.70197340,0.00003531,-0.00007827,-0.00012334,-0.00012121,-0.00007192,-0.00003073,-0.00007541
